"","ATTEND.pred","StateFP","DOCUMENT.pred","PLAN.pred","STOCK.pred","EVAC.pred","DRILL.pred","TALK.pred","SEEK.pred","IDX.pred"
"35",0.311231820341696,"38",0.662960322602406,0.443867901686998,0.788610163969352,0.358303731668185,0.532689735093787,0.499199741344765,0.698882074817685,0.534309917790603
"36",0.261009808984345,"39",0.67415517968909,0.401788490114036,0.774093608141068,0.314603905890602,0.521954632530081,0.378974479166033,0.632887425742673,0.496733052303208
"37",0.344700899557577,"40",0.68269147788778,0.582202405178988,0.799108810727725,0.412855387258593,0.565940562901371,0.470630489977513,0.681055053202232,0.574078613797675
"38",0.362274663870219,"41",0.622224689140879,0.487325404693041,0.83241707739908,0.465745243502634,0.520696178417288,0.59627348583913,0.708305721478224,0.580262503391432
"39",0.255635350264193,"42",0.646840763466376,0.360164126833759,0.800086579567213,0.350208942856506,0.473125004665802,0.340012546127107,0.618238031764436,0.477360216132498
"40",0.279665776447259,"44",0.68210544231785,0.447568055632701,0.757622969606755,0.382035261220967,0.498108337189563,0.470330592336932,0.661889185248432,0.532635508360646
"41",0.333424865481758,"45",0.702790290548439,0.586912724180762,0.81714300753963,0.433492382998588,0.505944531893673,0.582033556213907,0.765564500124339,0.588061907180399
"42",0.313476142857581,"46",0.647603853784917,0.484618322460081,0.795462157490161,0.369092281033241,0.538288138305653,0.445842974054183,0.711960544966049,0.54086842611265
"43",0.297792837421634,"47",0.661182714201049,0.468138546290581,0.797682641685029,0.386280295037941,0.524625690637533,0.417862715102925,0.669475240068787,0.523323928261928
"44",0.306439927744982,"48",0.677710409653871,0.488599543259882,0.754027151458358,0.394280295667185,0.501319383730562,0.488404350549938,0.645140924529888,0.536253143822694
"45",0.488859069823798,"49",0.602082137715978,0.495371717994226,0.848623853193189,0.573276995321876,0.570753987281633,0.662284069137115,0.790564888617261,0.636044428105872
"46",0.291856310080917,"50",0.695005532237573,0.454642198131055,0.805303441746969,0.385928605496663,0.491159376308107,0.446988564340472,0.675027204587649,0.530502041437932
"47",0.354794437989513,"51",0.677102712660253,0.497557734080014,0.798036359183309,0.436245640117062,0.523422421087523,0.489792750278571,0.671272679785276,0.562513302415135
"48",0.38009254940644,"53",0.601927189522992,0.432396101246156,0.825807790841628,0.474166751403245,0.515257581635103,0.539601902290963,0.72878854733105,0.570378594161471
"49",0.292399205171963,"54",0.661142054350319,0.496930126331516,0.85277035057925,0.438905856129246,0.477648484261786,0.467266609044924,0.702906076841112,0.539972775973718
"50",0.289688929194491,"55",0.66055477982052,0.419885811797377,0.79356234839142,0.363458095329131,0.547085714392808,0.434253281319826,0.642785893683614,0.528616268749401
"51",0.375210155892123,"56",0.623805273112065,0.475382467366433,0.851668296196321,0.469581579805484,0.519964631575632,0.465810910359387,0.700893414128099,0.55611947414493
"52",0.260407187596983,"72",0.720368733042769,0.465619255843212,0.698339623822306,0.356268675495744,0.426406803393868,0.392535721374656,0.666230231879089,0.51098346936366
